제품명,제품소개,알콜도수,용량,성분,특이사항,특징,판매여부,양조장,양조장주소,홈페이지주소,수상경력
하늘,"당화된 쌀 전분에서 나오는 자연스러운 단맛과 함께 발효 중에 생성된 여러 유기산에 의한 신맛, 각종 효소와 효모에 의한 쓴맛과 향이 어우러져 ",18,375ml / 500ml,"국내산 찹쌀, 누룩, 암반수",,"문어숙회, 민어회, 버섯전골, 회무침",Y,달빛술래,경기도 양평군 서종면 길곡2길 28 (문호리),https://dalbitsuul.modoo.at/,
화심소주 군쌀,구운 쌀에 입국과 누룩 대신 효소와 효모를 사용해 재료가 가진 맛을 균형감 있게 이끌어냈다. 고소한 풍미를 자랑하는 골든퀸 쌀을 그래도 갈아 ,25%/ 40%,300ml / 500ml,"군쌀, 물, 위스키 효모",,"갈비찜, 누룽지백숙, 장어구이 등 양념된 육류 똔느 고소하고 담백한 음식",Y,화심주조,경기 구리시 동구릉로459번길 136-14 주 2동 화심주조,https://hwasimjujo.co.kr/,
화심소주 군고구마,구운 고구마에 입국과 누룩 대신 효소와 효모를 사용해 재료가 가진 맛을 균형감 있게 이끌어냈다. 군고구마 특유의 진하고 깊은 맛과 껍질이 주는,25%/ 40%,300ml / 500ml,"군고구마, 물, 위스키 효모",,"밀푀유나베, 연포탕, 꼬리수육 등 국물있는 담백한 음식",Y,화심주조,경기 구리시 동구릉로459번길 136-14 주 2동 화심주조,https://hwasimjujo.co.kr/,
백경15 화이트,"순하고 실크같은 질감으로 고급스러움이 느껴지며 전체적으로 부드럽고 깔끔함. 꽃, 살구, 배, 사과, 복숭아, 오렌지와 같은 과일향이 풍부하고 ",15,500ml,"찹쌀(국내산),백경밀누룩[밀.국내산], 백경쌀누룩[멥쌀(국내산),조제종국], 정제수",,"족발, 소불고기, 수육, 피자, 샐러드",Y,농업회사법인 주식회사 백경증류소,세종특별자치시 장군면 평기길 151,https://www.bk-distillery.com/,
백경13 화이트,"꽃, 살구, 레몬, 딸기, 쌀의 순수하고 깨끗한 향을 머금고 있다. 기분 좋은 산미로 시작하여 달달한 여운이 남는다. 알코올이 튀지않고 안저억",13,500ml,"찹쌀(국내산),백경밀누룩[밀.국내산], 백경쌀누룩[멥쌀(국내산),조제종국], 정제수",,"수육, 샐러드, 피자",Y,농업회사법인 주식회사 백경증류소,세종특별자치시 장군면 평기길 151,https://www.bk-distillery.com/,
우리WRY 과하주,"아름답고 우아한 황금빛 색감. 강렬한 풍미와 묵직한 여운을 남기는 과실향. 쌀의 달콤함, 입맛을 돋우는 산미, 쌉싸름함이 모두 담긴 오묘하고 ",18,700ml,"정제수, 쌀(국내산), 주정, 국, 효모, 유산균, 밀함유",,"달콤한 디저트, 달콤하고 시원한 과일",Y,농업회사법인 주식회사 우리서막,서울특별시 성동구 성수일로 111 103호 우리서막,https://smartstore.naver.com/wryseomak,
우리WRY 분홍소금 막걸리,딸기우유처럼 분홍빛깔이 예쁜 12도 막걸리. 미네랄이 풍부한 히말랴아 핑크솔트 함유. 은은한 과실향과 풍부한 바디감과 농밀하면서도 부드러운 질,12,700ml,"정제수, 쌀(국내산), 국(누룩), 효모, 히말라야핑크솔트, 천연색소, 유산균",,"김치전, 모듬전, 김치볶음, 연어스테이크",Y,농업회사법인 주식회사 우리서막,서울특별시 성동구 성수일로 111 103호 우리서막,https://smartstore.naver.com/wryseomak,
애플스피릿,사과 맛과 향이 풍부하여 경쾌한 맛. 사과로 시작해 깔끔하게 떨어지는 피니시가 특징. 부드러운 바디감과 은은한 향의 균형이 좋다.,20,375ml,"정제수, 사과증류원액(사과:국산), 사과농축액(사과:국산), 사과향",,"사과 조림을 얹은 팬케이크, 아보카도 오픈샌드위치",Y,댄싱사이더 컴퍼니,충청북도 충주시 중앙탑면 인담길 35-1,https://dancingcider.com/index.html,
라뽐드세잔,프리미엄 쌀로 유명한 철원 오대쌀과 사과를 이용해 만든 내추럴 탁주. 마냥 달거나 가볍지 않고 새콤달콤한 맛과 적당한 청량감이 특징. 사과 본,10,750ml,"정제수, 찹쌀(국내산), 멥쌀(철원오대쌀), 사과(국내산), 조효소제(개량누룩), 효모",,"육회, 버섯 삼겹살말이, 족발",Y,두루미양조장,강원도 철원군 동송읍 이평리 1564,https://makers.kakao.com/items/100078992,
바띠,,21,375ml,,,,Y,,,,
숙희59,"곡성의 자랑, 누룽지의 향을 담아낸 유기농 백세미로 인해 강렬한 원료의 향과 맛이 지속된다. 상압방식으로 5년 이상 옹기에 숙성하였으며 부드러",59,500ml,"유기농 쌀(골드퀸3호), 누룩, 물",,,Y,시향가,전라남도 곡성군 곡성읍 낙동원로 20,https://www.sihyangga.co.kr/,
마깨주,효모제 및 효소와 같은 첨가물 없이 오직 전통 누룩에서 얻을 수 있는 자연 효소와 효모를 이용하여 빚은 옛날 전통 방식의 막걸리. 찹쌀을 전분,11,1000ml,"정제수, 찹쌀(국내산), 누룩, 밀",,,Y,마깨주,경기도 고양시 덕양구 충장로 22,https://smartstore.naver.com/makkaejoo_market,
이너피스 넥타(INNER PEACE nectar),100% 우렁이 농법의 유기농 맵쌀과 찹쌀을 사용하여 한 달간의 발효와 저온 숙성을 거친 막걸리. 부드러운 맛이 특징이다.,10,750ml,"찹쌀, 멥쌀, 국, 효모, 서양자초잎, 서양박하잎, 애플민트잎, 정제수",,,Y,비워터 브루어리,경상북도 상주시 상서문로 46-1,https://smartstore.naver.com/bewater_brew,
순창 지란지교 프리미엄 캐모마일 탁주,직접 농사지은 유기농 무화과로 빚은 막걸리. 캐모마일의 기품있는 향이 깊고 짙은 달콤함에 그윽하게 묻어나와 향긋함을 느낄 수 있다.,12,500ml,"찹쌀 멥쌀(국내산), 전통누룩(국내산), 정제수, 무화과청 3.26%(국내산), 레드비트문발(국내산) (밀함유)",,,Y,지란지교,"전라북도 순창군 순창읍 순창7길 5-1, 지란지교",https://smartstore.naver.com/limsugzu,
하드포션,특&amp;amp;amp;#039;등급 김포 추청의 단맛과 풍미를 느낄 수 있는 물에 희석하지 않은 원주이다.,14.3,350ml,"쌀(김포산, 김포금쌀100%), 정제수, 국, 산도조절제, 효모, 밀함유",,,Y,팔팔양조장,경기도 김포시 김포대로 1216번길 87-74,https://smartstore.naver.com/88yangjojang,
조오탁 8도,상주에서 생산한 쌀과 누룩으로 빚어 저온 숙성 시킨 막걸리. 깔끔한 뒷맛을 느낄 수 있다.,8,750ml,"찹쌀(29.86%), 맵쌀(국내산), 조효소제, 곡자, 효모, 정제수",,,Y,다담도가,경상북도 상주시 외남면 지사3길 16,https://smartstore.naver.com/dadamdoga,
조오탁 10도,상주에서 생산한 쌀과 누룩으로 빚어 저온 숙성 시킨 막걸리다. 탄산은 없고 산미와 단맛이 조화롭다.,10%,750ml,"찹쌀(29.86%), 맵쌀(국내산), 조효소제, 곡자, 효모, 정제수",,,Y,다담도가,경상북도 상주시 외남면 지사3길 16,https://smartstore.naver.com/dadamdoga,
사일로 6,적당한 당도와 산뜻한 산미가 특징이다. 깔끔하게 마실 수 있는 저도수의 막걸리입니다.,6,750ml,"찹쌀(국내산), 멥쌀(국내산), 개량누룩, 효모, 정제수",,"기름진 음식, 해산물, 전류 등",Y,사일로 브루어리,세종시 연동면 청연로 716,https://silobrewery.co.kr/,
레이지 스프링,달콤한 딸기와 아카시아꿀의 향과 함께 부드러운 탄산을 즐길 수 있다. 상온에서 10분간 기다리면 풍미가 살아난다.,6,375ml,"정제수, 딸기(국산), 벌꿀(국산), 효모, 이산화탄소, 효모영양제, 메타중아황산칼륨",,,Y,부즈앤버즈 미더리,경기도 용인시 처인구 모현읍 초부로 148번길 23-42,https://www.bzbzzmeadery.com/,
맛있는 막걸리 숲으로12,경기미햅쌀로 만든 막걸리로 새큼한 과실향을 느낄 수 있다.,12%,700ml,"정제수, 경기미햅쌀, 국, 효모",,,Y,과천도가,경기도 과천시 남태령옛길 65,https://buly.kr/15Mv0E2,
상쾌한 막걸리 숲으로 7,경기미햅쌀로 만든 막걸리로 새큼한 과실향을 느낄 수 있다.,7,700ml,"정제수, 경기미햅쌀, 국, 효모",,"치즈, 크래커",Y,과천도가,경기도 과천시 남태령옛길 65,https://buly.kr/15Mv0E2,
맑은 바탕 오크,한국 발효주의 숙성의 묘미를 살리면서 오크향을 더한 발효주이다.,16,500ml,"물, 찹쌀(국산), 오크칩, 개량누룩, 배양효모, 배양유산균, 밀 함유, 대두, 우유, 달걀, 아황산 혼입 가능",,짭짤한 안주인 치즈나 올리브,Y,서울효모방,"서울특별시 서초구 서초대로 360, 지하 104호 서울효모방",https://smartstore.naver.com/seoulfermentary,
형형 25,경기도 광주에서 재배한 쌀로 만든 부드럽고 달콤한 소주이다.,25,300ml / 500ml,"경기도 친환경쌀 100%, 정제수, 에탄올 함량 25%",,"평양냉면, 보쌈, (냉)제육 및 편육, 녹두전과 같은 한식",Y,온 증류소,경기도 광주시 봉골길134번길 42-7,https://smartstore.naver.com/distilleryon,
서울백야,김포 금쌀로 만든 막걸리로 크리미한 질감을 느낄 수 있다.,15,360ml,"정제수, 쌀(국내산), 호랑이누룩, 밀 함유",,,Y,몽타주조,"서울특별시 강서구 강서로 54길 107, 2층",https://smartstore.naver.com/mongta_jujo,
마루나 그린,레몬밤의 상큼한 향과 애플민트의 싱그러운 청사과향을 블렌딩한 막걸리다.,7,750ml,"정제수, 쌀(경기미), 국, 레몬밤(국내산), 애플민트(국내산), 효모, 밀 함유",,,Y,아토양조장,경기도 용인시 기흥구 평촌2로1번길 27,https://smartstore.naver.com/attobrewery,
별그리안 초설감,상압증류 방식을 통해 제주 감귤의 상큼한 향을 담아낸 감귤 증류주다.,40,350ml,"감귤(제주산), 거조효모, 설탕, 정제수",,"생선회, 초무침",Y,백록주가,제주특별자치도 제주시 선반로4길 5-4,http://madeinjeju.co.kr/,
마셔블랑 스프링,마시다&#039;와 불어 &#039;blanc&#039;의 합성어로 제주 감귤과 한라봉 착즙액에 감귤꿀꽃을 넣어 만든 감귤 발효주입니다.,9,750ml,"감귤과즙(한라봉과즙첨가, 제주산), 백설탕, 액상효모, 감귤꽃꿀, 무수아황산(산화방지제), 이산화황 함유",,"파스타, 캘리포니아롤, 초밥, 카나페",Y,주식회사 시트러스,제주특별자치도 서귀포시 남원읍 신례천로 46,https://www.ehondiju.com/main/index.php,
사워미드,"아카시아 벌꿀과 유산균, 와인 효모를 넣어 만든 전통주입니다. 시큼한 맛을 줄여 부드러운 산미를 느낄 수 있습니다.",9.5,375ml,"아카시아 벌꿀, 유산균, 와인 효모",,,Y,코아베스트브루잉,경기도 김포시 태장로 741,https://corevestbrewing.modoo.at/,
어떤유자 06,진한 유자향과 함께 높은 산미와 당도의 조화로움을 느낄 수 있다. 해풍을 맞고 자란 고흥 쌀로  빚은 술입니다.,6,500ml,"쌀(국산), 쌀입국(국산), 효모, 원당노룩, 유자(고흥산), 정제수, 스테비아",,,Y,어떤하루,전남 고흥군 도양읍 목넘가는길 52-5,https://smartstore.naver.com/eotteonharu,
려 2013 본,려의 뿌리가 된 여주 증류소의 첫 원액이 10년 숙성의 기다림을 거쳐 완성된 증류주다. 상온 보관 후 얼음 없는 온더락잔에 1/4 정도를 따라,41.5,500ml,"증류소주원액(고구마 여주산 100%), 쌀(여주산 100%), 정제수",,"회, 치즈",Y,,,,
공지천 6도,공지천 6도는 춘천에서 직접 재배한 특등급 쌀로 생산하는 프리미엄 막걸리로 전통 기법을 고집하며 생산하고 있다. 잘 익은 과일을 머금은 듯한 ,6,750ml,"정제수, 찹쌀(춘천산), 국, 효모, 밀함유",,"불족발, 담백한 보쌈",Y,소양주조,강원특별자치도 춘천시 후석로 420번길 7,https://smartstore.naver.com/soyangbrewery/products/10336683071,
덕두도가 탁주 15도,국내산 재료만을 사용하여 세번 빚은 탁주로 찹쌀의 깊은 단맛이 특징입니다. 100일간의 저온숙성으로 단맛과 은은한 산미가 밸런스좋게 어우러져있,15,500ml,"찹쌀(완도산), 쌀(완도산), 누룩(국내산), 국(완도산), 효모, 정제수 / 밀 함유",,"흑돼지하몽, 새우치즈구이, 두부강정, 산뜻한 안주류",Y,농업회사법인 (주)덕두도가,"제주시 한림읍 광산로 491-1, 2동",https://smartstore.naver.com/deokdoo,
덕두도가 약주 16도,국내산 재료만을 사용하여 세번 빚은 약주로 걸쭉한 질감과 찹쌀의 진한 단맛이 특징이다. 캬라멜시럽을 코팅한 식빵 러스크처럼 달콤하고 고소한 향,16,375ml,"찹쌀(완도산), 쌀(완도산), 누룩(국내산), 국(완도산), 효모, 정제수 / 밀 함유",,"어느정도 단맛이 느껴지는 매콤하거나 짭짤한 안주, 흑돼지하몽, 두부김치, 오리불고기, 찹스테이크",Y,농업회사법인 (주)덕두도가,"제주시 한림읍 광산로 491-1, 2동",https://smartstore.naver.com/deokdoo,
하포포션 드라이,"기존 하드포션에서 단맛을 줄이고, 농후한 바디감을 더한 탁주다. 하드포션 드라이는 물을 섞지 않은 원주로 묵직한 바디감을 즐길 수 있는 술이다",17.5,375ml,"쌀(김포산, 김포금쌀100%), 정제수, 국, 산도조절제, 효모",,"매콤한 제육볶음, 동태전, 간장게장",Y,팔팔양조장,경기도 김포시 김포대로 1216번길 84-74,https://88yangjojang.com/,
원기옥,"옥주의 원기를 담은 100% 찹쌀 막걸리, 프리미엄 타입 고급 탁주로 원주의 농후함을 담은 술이다. 녹진한 바디감과 원기옥이 전하는 진한 쌀의",12,500ml,"정제수, 찹쌀(국내산), 정제효소, 효모",,매콤한 순두부짬뽕,Y,옥수주조,서울 성동구 한림말5길 15 지하1층,https://www.instagram.com/oksujujo/,
뽐내탁주,복합적이고 다채로운 맛과 향을 느낄 수 있다. 쌀에서 얻을 수 있는 단맛을 가지면서도 산미를 더해 산뜻하게 마실 수 있다. 수박같이 싱그럽고 ,8,750ml,"정제수, 쌀(춘천산), 국, 효모, 밀함유",,,Y,봄내양조장,"강원도 춘천시 춘추로 187번길 11, 1층",https://url.kr/kasf3n,
이호상 우리술 복분자,햅찹쌀과 고창복분자 그리고 우리밀 전통 누룩으로 만들어 백일 동안 정성을 빚은 프리미엄 탁주다. 차게 보관하여 시간이 지나면 층이 분리되는데 ,15,365ml,"대전찹쌀, 고창토종복분자, 대전멥쌀, 우리쌀누룩, 정제수",,"두부김치, 백숙, 전 종류, 매콤한 닭볶음탕, 제육볶음, 낙지볶음",Y,이호상우리술,"대전 중구 보문산로 147-9, 1층",https://woorisool2540.modoo.at/,
훌훌,"강릉쌀, 국내산 석창포 뿌리, 누룩으로 만들어진 탁주. 유네스코 문화유산으로 지정된 &amp;amp;amp;#039;강릉단오제&amp;amp;",14,500ml,"정제수, 찹쌀, 석창포뿌리추출물, 멥쌀, 누룩",,전과 같은 기름진 음식,Y,진정브루잉,"강원도 강릉시 새냉이길 23-2, 1층",https://url.kr/mjhjr7,
콸콸 12%,풍부한 과실 산미와 찹쌀 단맛의 밸런스가 좋은 프리미엄 막걸리다. 은은한 단맛과 청량감을 느낄 수 있다.,12,500ml,"정제수, 찹쌀, 누룩",,전과 같은 기름진 음식,Y,진정브루잉,"강원도 강릉시 새냉이길 23-2, 1층",https://url.kr/mjhjr7,
콸콸 8%,"비교적 낮은 도수로 가벼운 바디감과 청량감이 더해진 탁주다. 강릉의 자연, 드넓은 바다와 산의 청량함을 담은 경쾌한 탄산이 느껴진다. 저온 발",8,500ml,"정제수, 찹쌀, 누룩",,전과 같은 기름진 음식,Y,진정브루잉,"강원도 강릉시 새냉이길 23-2, 1층",https://url.kr/mjhjr7,
